"faa"=>"光束霰砲,700,60,15,105,20000,6,0",
"faaa"=>"高能光束霰砲,2500,75,5,120,40000,6,0",
"faaaa"=>"雷射光束霰砲,3200,70,5,150,80000,6,0",
"ff"=>"１２０㎜机砲,700,60,10,80,10000,6,0",
"fff"=>"高能机砲,1100,60,10,100,20000,6,0",
"ffff"=>"巨型机砲,1000,60,15,150,40000,6,0",
"fffff"=>"加特林机砲,1900,65,12,200,80000,6,0",
"g"=>"２連装火箭転射器,3000,50,2,60,6000,7,0",
"ga"=>"有線式火箭転射器,4500,70,1,45,12000,6,0",
"gaa"=>"引力雷,5500,60,2,110,24000,6,0",
"gaaa"=>"榴砲転射器,8000,60,2,160,48000,6,0",
"gg"=>"高能火箭転射器,2700,50,2,90,12000,6,0",
"ggg"=>"３連装火箭転射器,3000,50,3,90,24000,6,0",
"gggg"=>"１０連装火箭転射器,1200,50,10,120,48000,6,0",
"gggga"=>"全方位火箭転射器,1200,60,20,240,88000,6,0",
"ggggg"=>"原子火箭転射器,2000,60,10,200,88000,6,0,wddddddd",
"h"=>"２４０㎜火箭炮,6000,50,1,60,6000,7,0",
"ha"=>"有線火箭炮,7000,70,1,80,12000,6,0",
"haa"=>"誘導式火箭炮,8000,70,1,130,24000,6,0",
"haaa"=>"黑暗砲,11000,70,2,350,140000,0,0",
"hh"=>"高出力箭炮,8000,50,1,80,12000,6,0",
"hhh"=>"巨型火箭炮,8000,65,1,80,24000,6,0",
"hhha"=>"散弾火箭炮,3200,80,4,120,48000,6,0",
"hhhh"=>"原子火箭炮,15000,75,1,150,48000,6,0",
"hhhhh"=>"反應彈,10000,80,2,150,80000,0,0",
"i"=>"米加流粒子砲,5000,65,1,50,10000,7,0",
"ib"=>"ハイメガ粒子砲,6000,65,1,60,20000,6,0",
"ibb"=>"２連装米加流粒子砲,6000,65,2,120,40000,6,0",
"ibbb"=>"４連装米加流粒子砲,6000,50,4,240,80000,6,0",
"ia"=>"大型米加流粒子砲,6000,65,1,60,20000,6,0",
"iaa"=>"有線制御式米加流砲,1200,70,10,120,40000,6,0",
"iaaa"=>"全方位拡散米加流砲,1300,55,20,280,80000,6,0",
"iaab"=>"高出力米加流粒子炮,1500,70,10,200,60000,6,0",
"iaabb"=>"黑洞炮,10000,70,2,350,80000,0,0",
"iaabbb"=>"縮退炮,9000,70,3,450,160000,0,35",
"ii"=>"散弾米加流粒子砲,2000,50,5,100,20000,6,0",
"iii"=>"拡散米加流粒子砲,2500,50,5,125,40000,6,0",
"iiia"=>"圧縮１２０％米加流粒子砲,3000,70,5,180,80000,6,0",
"iiiaa"=>"天上天下一击必杀炮,22000,90,1,300,160000,0,0",
"iiiaaa"=>"X卫星离波炮,2800,90,10,500,360000,0,1,waaaaaaa",
"j"=>"光之炮,1000,90,3,30,35000,7,0",
"ja"=>"光之炮Ｘ4,1000,90,4,40,45000,6,0",
"jaa"=>"光之炮Ｘ6,1000,90,6,60,55000,6,0",
"jaaa"=>"光之炮Ｘ10,1000,90,10,100,65000,6,0",
"jj"=>"浮游炮Ｘ4,1000,90,4,40,45000,6,0",
"jjj"=>"浮游炮Ｘ6,1000,90,6,60,55000,6,0",
"jjjj"=>"浮游炮Ｘ10,1000,90,10,100,65000,6,0",
"je"=>"光束炮,1000,90,4,40,45000,6,0",
"jee"=>"高出力光束炮,1000,90,6,60,55000,6,0",
"jeee"=>"大型光束炮,1200,90,10,120,65000,6,0",
"jeeee"=>"波動砲,2000,90,10,350,140000,0,0,wccccccc",
"k"=>"機雷,6000,40,1,60,6000,7,0",
"ka"=>"高能機雷,1000,60,8,80,12000,6,0",
"kaa"=>"原子雷,2000,60,5,80,24000,6,0",
"kaaa"=>"散弾雷,13000,75,1,120,48000,6,0",
"kaaaa"=>"光の翼,12000,70,2,300,88000,6,0",
"kaaaaa"=>"光の翼*魂,15000,85,2,400,160000,0,3",
"kk"=>"対艦機雷,8000,50,1,80,12000,6,0",
"kkk"=>"核機雷,10000,40,1,80,24000,6,0",
"kkkk"=>"全方位拡散雷,3000,80,4,120,48000,6,0",
"kkkkk"=>"爆導索,1500,85,10,250,88000,6,5",
"l"=>"金棒,1000,50,6,60,6000,7,0",
"ll"=>"大型金棒,1600,55,5,80,12000,6,0",
"lll"=>"超合金棒,2000,55,5,120,24000,6,0",
"llll"=>"超震電合金棒,7000,70,2,150,48000,6,0",
"lllla"=>"蔓陀羅圓陣*極樂往生,8000,85,2,250,88000,0,0",
"llllaa"=>"寶華經典,25000,80,1,400,120000,0,0,wfffffff",
"lllll"=>"龍王破,10000,80,2,300,88000,0,0",
"m"=>"AT绝对领域,6000,50,1,50,10000,7,0",
"ma"=>"AT绝对领域第二层,6000,80,2,100,20000,6,0",
"maa"=>"AT绝对领域第三层,6000,80,3,200,40000,6,0",
"maaa"=>"AT绝对领域第四层,5000,80,4,400,80000,6,0",
"maaaa"=>"AT绝对领域最终型,5000,80,5,600,160000,0,4",
"maaaaa"=>"AT绝对领域最终型.改,5500,85,5,600,360000,0,5",
"n"=>"模拟实战装置,10,99,20,10,20000,7,0",
"nn"=>"激光盾,1,99,1,30,40000,7,4",
"nnn"=>"念力防护光罩,1,99,1,70,100000,7,5",
"nnnn"=>"干扰力场盾,1,99,1,70,100000,7,h",
"nnnnn"=>"I-FIELD防御光屏,1,99,1,500,500000,7,a",
"nnnnc"=>"完美防御光幕,1,99,1,1000,500000,7,b",
"o"=>"電子劍（魔裝系）,4000,80,1,10,20000,7,0",
"oa"=>"火焰之劍,7000,80,1,60,30000,6,0",
"oaa"=>"核爆神炎,6000,80,2,150,50000,6,0",
"oaaa"=>"使魔招唤-火,7000,80,2,200,200000,6,0",
"oaaaa"=>"热素猛击,9000,80,2,300,300000,6,0",
"oaaaaa"=>"电光里影,11000,80,2,400,400000,6,0",
"oaaaaaa"=>"火風青雲劍！,4500,80,6,500,500000,0,3",
"oc"=>"昆古尼尔（奥丁之圣枪）,7000,99,1,80,50000,6,0",
"occ"=>"绝对零度,6000,80,2,140,100000,6,0",
"occc"=>"使魔招唤-水,1900,80,10,200,200000,6,0",
"occcc"=>"水素重压,2300,80,10,300,300000,6,0",
"occccc"=>"雪狼之咆哮,2500,80,10,300,400000,6,0",
"occcccc"=>"沃里尔冲击,9500,99,3,450,500000,0,5,wbbbbbbb",
"oe"=>"迪拜因手刀(神圣之刃),7000,99,1,80,40000,6,0",
"oee"=>"超级光子炮,6000,80,2,150,80000,6,0",
"oeee"=>"精神力冲击,8000,80,2,250,200000,6,0",
"oeeee"=>"十字圆盘,10000,80,2,350,300000,6,0",
"oeeeee"=>"十字破坏炮,12500,80,2,430,400000,6,0",
"oeeeeee"=>"圆月杀法,15000,100,2,500,500000,0,1g",
"og"=>"直线轨道炮,7000,99,1,80,40000,6,0",
"ogg"=>"使魔招唤-地,5000,90,2,150,70000,6,0",
"oggg"=>"震动拳,1300,90,10,300,200000,6,0",
"ogggg"=>"共鸣震动波,1600,90,10,300,300000,6,0",
"oggggg"=>"超震动拳,2000,90,10,300,400000,6,0",
"ogggggg"=>"五郎入道正宗,26000,100,1,450,500000,0,5",
"p"=>"EXAM(赛可谬系統)强化装置,100,80,1,10,20000,7,c",
"pp"=>"EXAM(赛可谬系統)强化装置2,1000,80,1,30,40000,7,c",
"ppp"=>"EXAM(赛可谬系統)强化装置3,2000,80,1,50,80000,7,c",
"pppp"=>"EXAM(赛可谬系統)强化装置4,3000,80,1,100,160000,7,c",
"ppppa"=>"赛可谬光束炮,3000,80,1,150,240000,7,c",
"ppppaa"=>"高能赛可谬光束炮,3000,80,3,250,360000,7,c",
"ppppaaa"=>"集束赛可谬光束炮,3000,80,5,350,480000,7,c",
"ppppaaaa"=>"200%強化赛可谬炮（超負荷）,50000,90,1,1300,700000,0,c",
"ppppac"=>"高能米加粒子光束砲,3000,80,3,250,360000,7,0",
"ppppacc"=>"高能米加粒子集束光束砲,3300,80,4,250,480000,7,g",
"ppppaccc"=>"變異米加粒子光束砲,5000,90,4,250,600000,0,g",
"r"=>"NT增幅系统,1000,80,1,10,20000,7,8",
"rr"=>"高性能NT增幅系统,2000,80,1,20,40000,7,8",
"rrr"=>"強化NT增幅系统,3000,80,1,50,140000,7,8",
"rrrr"=>"念力NT增幅系统,4000,80,1,100,200000,7,8",
"rrrrr"=>"NT专用浮游炮,4000,80,1,150,240000,7,8",
"rrrrrr"=>"NT专用浮游炮X2,4000,80,2,200,360000,7,8",
"rrrrrrr"=>"NT专用浮游炮X4,3500,80,4,300,480000,7,8",
"rrrrrrrr"=>"NT专用念力浮游炮,4500,80,5,400,600000,0,8",
"rrrrc"=>"光束波(爱莉丝測試系統ALICE）,4000,80,1,100,240000,7,0",
"rrrrcc"=>"熱能光束波(爱莉丝測試系統ALICE）,7000,80,1,200,360000,7,0",
"rrrrccc"=>"集束光束波(爱莉丝測試系統ALICE）,15000,80,1,300,480000,7,0",
"rrrrcccc"=>"哭泣的爱莉丝,28000,90,1,500,600000,0,c,u",
"q"=>"青铜剑,1000,80,1,10,20000,7,d",
"qq"=>"钢铁剑,2000,80,1,20,50000,7,d",
"qqq"=>"合金剑,4000,80,1,30,100000,7,d",
"qqqq"=>"白银剑,6000,80,1,50,150000,7,d",
"qqqqq"=>"黄金剑,9000,80,1,100,200000,7,d",
"qqqqqq"=>"白金剑,13000,80,1,200,300000,7,d",
"qqqqqqq"=>"钻石剑,18000,80,1,300,400000,0,d",
"s"=>"念力试作型光束剑,1500,80,1,20,20000,7,0",
"ss"=>"热能念力试作型光束剑,2500,80,1,30,40000,7,0",
"sss"=>"高能念力试作型光束剑,3500,80,1,50,80000,7,0",
"ssss"=>"念力试作飞翔型光束剑,5000,80,1,70,140000,7,0",
"sssss"=>"念力试作攻击型光束剑,7000,80,1,100,200000,7,0",
"ssssss"=>"念力试作最终型光束剑,10000,90,1,200,300000,7,0",
"sssssss"=>"念力完成型光束剑,14000,80,1,300,400000,7,e",
"ssssssss"=>"真.念力光束剑(完美型),25000,100,1,400,400000,0,e,wccccccc",
"sssssc"=>"干扰装置,10000,90,1,200,200000,7,0",
"ssssscc"=>"念动力干扰装置,14000,90,1,300,300000,7,2",
"sssssccc"=>"机体破坏光线,20000,90,1,450,200000,0,2",
"t"=>"自爆裝置(W系列),1500,99,1,20,3000000,6,f",
"x"=>"帝邪紫光劍,10000,99,1,300,6000000,2,0",
"xx"=>"帝邪暗夜劍,10000,99,2,400,7000000,0,0",
"xxx"=>"帝邪破空劍,10000,99,3,500,8000000,0,0",
"xxxx"=>"帝王邪念劍,10000,99,5,700,10000000,0,1,wddddddd",
"u"=>"电子剑-影,4000,99,1,100,400000,4,0",
"uu"=>"热素导弹,4000,99,2,200,600000,0,0",
"uuu"=>"冥府之剑,4000,99,3,300,800000,0,2",
"uuuu"=>"精神闪光,4000,99,4,400,1000000,0,2",
"uuuuu"=>"使魔召喚*風,4000,99,5,500,1500000,0,2",
"uuuuuu"=>"不死鸟飞弹,4000,99,6,600,2000000,0,2",
"uuuuuuu"=>"宇宙星尘,4000,99,7,800,2500000,0,2",
"uuuuuuuu"=>"乱舞之太刀,1200,100,35,1000,3000000,0,125378c",
"v"=>"第一地獄カイーナ,10000,99,1,150,1000000,4,0",
"vv"=>"第二地獄アンティノラ,10000,99,2,300,1500000,0,0",
"vvv"=>"第三地獄トロメア,10000,99,3,450,2000000,0,0",
"vvvv"=>"最極地獄ジュデッカ,10000,99,4,600,3000000,0,1246",
"waaaaaaa"=>"真.I-FIELD(攻擊型）,4000,99,7,500,1000000,0,a",
"wbbbbbbb"=>"水晶劍,30000,99,1,400,1000000,0,d",
"wccccccc"=>"AT絕對領域原型,5000,100,6,500,1000000,0,b",
"wddddddd"=>"超.雙管X衛星離波砲,4000,99,8,500,1000000,0,a,u",
"weeeeeee"=>"念動力八手聖光劍,4000,99,8,500,1000000,0,e",
"wfffffff"=>"精神制控念動飛翔砲,5000,99,6,500,1000000,0,c",
"y"=>"超大型對要塞G重力冲击炮,500000,100,1,5000,10000000,2,0",

"zzzz"=>"超大型聚能米加粒子光束炮,40000,99,1,50000,128000,0,1",
);


#"武器ID"=>"武器名称,攻撃力,命中率,攻撃回数,消費EN,卖出价,入手方法,特殊効果", 
# zzzz 要塞光束炮武器请不要改变武器ID，否则会出现错误。
